;; -*- coding: utf-8 -*--
a-ba-ga-qi-wei-dang-xiao 阿巴嘎旗委党校
zheng-zhou-qing-gong-ye-xue-yuan-zhi-ye-xue-yuan 郑州轻工业学院职业学院
zheng-zhou-shang-mao-ji-shi-xue-yuan 郑州商贸技师学院
zheng-zhou-sheng-da-da-xue 郑州升达大学
zheng-zhou-shi-dian-zi-xin-xi-gong-cheng-xue-xiao 郑州市电子信息工程学校
zheng-zhou-shi-fan-gao-deng-zhuan-ke-xue-xiao 郑州师范高等专科学校
zheng-zhou-shi-hui-ji-qu-wei-dang-xiao 郑州市惠济区委党校
zheng-zhou-shi-ji-shi-xue-yuan 郑州市技师学院
zheng-zhou-shi-jin-shui-qu-wei-dang-xiao 郑州市金水区委党校
zheng-zhou-shi-she-hui-zhu-yi-xue-yuan 郑州市社会主义学院
zheng-zhou-shi-wei-dang-xiao 郑州市委党校
zheng-zhou-shi-xin-zheng-guang-dian-da-xue 郑州市新郑广电大学
zheng-zhou-shi-xing-zheng-xue-yuan 郑州市行政学院
zheng-zhou-shi-zheng-fa-gan-bu-xue-xiao 郑州市政法干部学校
zheng-zhou-shi-zhi-gong-da-xue 郑州市职工大学
zheng-zhou-shi-zhong-hua-zhi-ye-da-xue 郑州市中华职业大学
zheng-zhou-shu-qing-yi-xue-yuan 郑州树青医学院
zheng-zhou-tie-lu-ji-shi-xue-yuan 郑州铁路技师学院
zheng-zhou-tie-lu-ju-dang-xiao 郑州铁路局党校
zheng-zhou-tie-lu-ju-fen-ju-guang-bo-dian-shi-da-xue 郑州铁路局分局广播电视大学
zheng-zhou-tie-lu-ju-guang-bo-dian-shi-da-xue 郑州铁路局广播电视大学
zheng-zhou-tie-lu-ju-xi-an-lao-nian-da-xue 郑州铁路局西安老年大学
zheng-zhou-tie-lu-ju-xi-an-zhi-gong-da-xue 郑州铁路局西安职工大学
zheng-zhou-wai-shi-xue-yuan 郑州外事学院
zheng-zhou-xin-xi-ke-ji-zhi-ye-xue-yuan 郑州信息科技职业学院
zheng-zhou-yi-shu-xue-xiao 郑州艺术学校
zheng-zhou-zhi-ye-ji-shu-xue-yuan 郑州职业技术学院
zhi-fu-qu-wei-dang-xiao 芝罘区委党校
zhi-gong-da-xue 职工大学
zhi-jiang-xi-lu-jie-dao-lao-nian-xue-xiao 芷江西路街道老年学校
zhi-jiang-xian-wei-dang-xiao 芷江县委党校
zhi-li-ji-shu-xue-yuan 致理技术学院
zhi-shi-qing-nian-wu-qi-da-xue 知识青年五七大学
zhong-bei-da-xue 中北大学
zhong-de-zhi-ye-ji-shu-xue-yuan 中德职业技术学院
zhong-e-gong-gong-guan-xi-jin-xiu-xue-yuan 中咢公共关系进修学院
zhong-fang-xian-wei-dang-xiao 中方县委党校
zhong-gong-a-le-tai-di-wei-dang-xiao 中共阿勒泰地委党校
zhong-gong-an-fu-xian-wei-dang-xiao 中共安福县委党校
zhong-gong-an-gang-dang-xiao 中共鞍钢党校
zhong-gong-an-hua-xian-wei-dang-xiao 中共安化县委党校
zhong-gong-an-ji-xian-wei-dang-xiao 中共安吉县委党校
zhong-gong-an-lu-shi-wei-dang-xiao 中共安陆市委党校
zhong-gong-an-ren-xian-wei-dang-xiao 中共安仁县委党校
zhong-gong-an-shan-shi-wei-dang-xiao 中共鞍山市委党校
zhong-gong-an-xi-xian-wei-dang-xiao 中共安溪县委党校
zhong-gong-an-xiang-xian-wei-dang-xiao 中共安乡县委党校
zhong-gong-an-zhen-zhen-wei-dang-xiao 中共安镇镇委党校
zhong-gong-ba-dong-xian-wei-dang-xiao 中共巴东县委党校
zhong-gong-ba-zhong-shi-wei-dang-xiao 中共巴中市委党校
zhong-gong-bai-cheng-xian-wei-yuan-hui-dang-xiao 中共拜城县委员会党校
zhong-gong-bai-yin-qu-wei-dang-xiao 中共白银区委党校
zhong-gong-bao-jing-xian-wei-dang-xiao 中共保靖县委党校
zhong-gong-bao-kang-xian-wei-dang-xiao 中共保康县委党校
zhong-gong-bao-shan-shi-wei-dang-xiao 中共保山市委党校
zhong-gong-bao-ting-xian-wei-dang-xiao 中共保亭县委党校
zhong-gong-bei-hu-qu-wei-dang-xiao 中共北湖区委党校
zhong-gong-bei-jing-shi-chong-wen-qu-wei-dang-xiao 中共北京市崇文区委党校
zhong-gong-bei-jing-shi-wei-dang-xiao 中共北京市委党校
zhong-gong-bei-jing-shi-wei-dang-xiao-cheng-ren-jiao-yu-xue-yuan 中共北京市委党校成人教育学院
zhong-gong-bei-jing-shi-wei-nong-gong-wei-dang-xiao 中共北京市委农工委党校
zhong-gong-bei-jing-shi-xuan-wu-qu-wei-dang-xiao 中共北京市宣武区委党校
zhong-gong-bei-piao-shi-wei-dang-xiao 中共北票市委党校
zhong-gong-bi-jie-di-wei-dang-xiao 中共毕节地委党校
zhong-gong-bi-jie-shi-wei-dang-xiao 中共毕节市委党校
zhong-gong-bo-hu-xian-wei-yuan-hui-dang-xiao 中共博湖县委员会党校
zhong-gong-bo-shan-qu-wei-dang-xiao 中共博山区委党校
zhong-gong-bo-tou-shi-wei-dang-xiao 中共泊头市委党校
zhong-gong-cang-zhou-shi-wei-dang-xiao 中共沧州市委党校
zhong-gong-chang-cheng-zhen-wei-dang-xiao 中共昌城镇委党校
zhong-gong-chang-chun-shi-er-dao-qu-wei-dang-xiao 中共长春市二道区委党校
zhong-gong-chang-chun-shi-lv-yuan-qu-wei-dang-xiao 中共长春市绿园区委党校
zhong-gong-chang-chun-shi-shuang-yang-qu-wei-dang-xiao 中共长春市双阳区委党校
zhong-gong-chang-jiang-xian-wei-dang-xiao 中共昌江县委党校
zhong-gong-chang-ning-shi-wei-dang-xiao 中共常宁市委党校
zhong-gong-chang-ning-xian-wei-dang-xiao 中共昌宁县委党校
zhong-gong-chang-shan-xian-wei-dang-xiao 中共常山县委党校
zhong-gong-chang-ting-xian-wei-dang-xiao 中共长汀县委党校
zhong-gong-chao-yang-shi-long-cheng-qu-wei-dang-xiao 中共朝阳市龙城区委党校
zhong-gong-chao-yang-shi-shuang-ta-qu-wei-dang-xiao 中共朝阳市双塔区委党校
zhong-gong-chen-zhou-shi-su-xian-qu-wei-dang-xiao 中共郴州市苏仙区委党校
zhong-gong-chen-zhou-shi-wei-dang-xiao 中共郴州市委党校
zhong-gong-chi-cheng-xian-wei-dang-xiao 中共赤城县委党校
zhong-gong-chi-shui-shi-wei-dang-xiao 中共赤水市委党校
zhong-gong-chong-ren-xian-dang-xiao 中共崇仁县党校
zhong-gong-chu-xiong-shi-wei-dang-xiao 中共楚雄市委党校
zhong-gong-chu-zhou-wei-dang-xiao 中共楚州委党校
zhong-gong-cong-hua-shi-wei-dang-xiao 中共从化市委党校
zhong-gong-da-cheng-xian-wei-dang-xiao 中共大城县委党校
zhong-gong-da-feng-shi-wei-dang-xiao 中共大丰市委党校
zhong-gong-da-la-te-qi-wei-yuan-hui-dang-xiao 中共达拉特旗委员会党校
zhong-gong-da-meng-zhuang-zhen-dang-xiao 中共大孟庄镇党校
zhong-gong-da-wu-xian-wei-dang-xiao 中共大悟县委党校
zhong-gong-da-ye-shi-wei-dang-xiao 中共大冶市委党校
zhong-gong-dan-zhou-shi-wei-dang-xiao 中共儋州市委党校
zhong-gong-dang-xiao-han-shou-xue-yuan 中共党校函授学院
zhong-gong-dao-li-qu-wei-dang-xiao 中共道里区委党校
zhong-gong-de-an-xian-wei-dang-xiao 中共德安县委党校
zhong-gong-de-hong-zhou-wei-dang-xiao 中共德宏州委党校
zhong-gong-de-yang-shi-wei-dang-xiao 中共德阳市委党校
zhong-gong-deng-feng-shi-wei-dang-xiao 中共登封市委党校
zhong-gong-dian-bai-xian-wei-dang-xiao 中共电白县委党校
zhong-gong-dong-bao-qu-wei-dang-xiao 中共东宝区委党校
zhong-gong-dong-fang-shi-wei-dang-xiao 中共东方市委党校
zhong-gong-dong-feng-xian-wei-dang-xiao 中共东丰县委党校
zhong-gong-dong-guan-shi-wei-dang-xiao 中共东莞市委党校
zhong-gong-dong-guang-xian-wei-dang-xiao 中共东光县委党校
zhong-gong-dong-hai-xian-wei-dang-xiao 中共东海县委党校
zhong-gong-dong-tai-shi-shi-yan-zhen-wei-dang-xiao 中共东台市时堰镇委党校
zhong-gong-dong-yang-shi-wei-dang-xiao 中共东阳市委党校
zhong-gong-du-chang-xian-wei-dang-xiao 中共都昌县委党校
zhong-gong-du-yun-shi-wei-dang-xiao 中共都匀市委党校
zhong-gong-e-zhou-shi-wei-dang-xiao 中共鄂州市委党校
zhong-gong-en-shi-zhou-wei-dang-xiao 中共恩施州委党校
zhong-gong-fen-xi-xian-wei-dang-xiao 中共汾西县委党校
zhong-gong-feng-hua-shi-wei-dang-xiao 中共奉化市委党校
zhong-gong-feng-nan-qu-wei-dang-xiao 中共丰南区委党校
zhong-gong-feng-shun-xian-wei-dang-xiao 中共丰顺县委党校
zhong-gong-feng-xin-xian-wei-dang-xiao 中共奉新县委党校
zhong-gong-fo-shan-shi-wei-dang-xiao 中共佛山市委党校
zhong-gong-fu-cheng-xian-wei-dang-xiao 中共阜城县委党校
zhong-gong-fu-jian-sheng-wei-dang-xiao-lao-nian-da-xue 中共福建省委党校老年大学
zhong-gong-fu-kang-shi-wei-yuan-hui-dang-xiao 中共阜康市委员会党校
zhong-gong-fu-ping-xian-dang-xiao 中共阜平县党校
zhong-gong-fu-shan-xian-wei-dang-xiao 中共浮山县委党校
zhong-gong-fu-song-xian-wei-dang-xiao 中共抚松县委党校
zhong-gong-fu-xin-shi-wei-dang-xiao 中共阜新市委党校
zhong-gong-fu-yang-shi-wei-dang-xiao 中共富阳市委党校
zhong-gong-fu-zhou-shi-lin-chuan-qu-wei-dang-xiao 中共抚州市临川区委党校
zhong-gong-fu-zhou-shi-wei-dang-xiao 中共抚州市委党校
zhong-gong-gai-zhou-shi-wei-dang-xiao 中共盖州市委党校
zhong-gong-gan-su-sheng-wei-dang-xiao 中共甘肃省委党校
zhong-gong-gan-yu-xian-wei-dang-xiao 中共赣榆县委党校
zhong-gong-gao-ping-shi-wei-dang-xiao 中共高平市委党校
zhong-gong-gong-an-xian-wei-dang-xiao 中共公安县委党校
zhong-gong-gu-an-xian-dang-xiao 中共固安县党校
zhong-gong-gu-tian-xian-wei-dang-xiao 中共古田县委党校
zhong-gong-gu-yuan-xian-wei-dang-xiao 中共沽源县委党校
zhong-gong-guan-yun-xian-wei-dang-xiao 中共灌云县委党校
zhong-gong-guang-feng-xian-wei-dang-xiao 中共广丰县委党校
zhong-gong-guang-ling-xian-wei-dang-xiao 中共广灵县委党校
zhong-gong-guang-xi-qu-zhi-ji-guan-dang-xiao 中共广西区直机关党校
zhong-gong-guang-yuan-shi-yuan-ba-qu-wei-dang-xiao 中共广元市元坝区委党校
zhong-gong-guang-zhou-kai-fa-qu-wei-dang-xiao 中共广州开发区委党校
zhong-gong-gui-dong-xian-wei-dang-xiao 中共桂东县委党校
zhong-gong-gui-yang-shi-wei-dang-xiao 中共贵阳市委党校
zhong-gong-gui-yang-xian-wei-dang-xiao 中共桂阳县委党校
zhong-gong-gui-zhou-sheng-wei-dang-xiao 中共贵州省委党校
zhong-gong-guo-tu-zi-yuan-bu-dang-xiao 中共国土资源部党校
zhong-gong-hai-bei-zhou-wei-dang-xiao 中共海北州委党校
zhong-gong-hai-dong-di-wei-dang-xiao 中共海东地委党校
zhong-gong-hai-nan-sheng-wei-dang-xiao 中共海南省委党校
zhong-gong-hai-nan-zhou-wei-dang-xiao 中共海南州委党校
zhong-gong-hai-ning-shi-wei-dang-xiao 中共海宁市委党校
zhong-gong-hai-xi-zhou-wei-dang-xiao 中共海西州委党校
zhong-gong-hai-yan-xian-wei-dang-xiao 中共海晏县委党校
zhong-gong-han-chuan-shi-wei-dang-xiao 中共汉川市委党校
zhong-gong-han-yin-xian-wei-dang-xiao 中共汉阴县委党校
zhong-gong-he-fei-shi-bao-he-qu-wei-dang-xiao 中共合肥市包河区委党校
zhong-gong-he-feng-xian-wei-dang-xiao 中共鹤峰县委党校
zhong-gong-he-jian-shi-wei-dang-xiao 中共河间市委党校
zhong-gong-he-lan-xian-wei-dang-xiao 中共贺兰县委党校
zhong-gong-he-shun-xian-wei-dang-xiao 中共和顺县委党校
zhong-gong-he-tian-di-wei-dang-xiao 中共和田地委党校
zhong-gong-he-tian-xian-wei-yuan-hui-dang-xiao 中共和田县委员会党校
zhong-gong-heng-nan-xian-wei-dang-xiao 中共衡南县委党校
zhong-gong-heng-shan-xian-wei-dang-xiao 中共衡山县委党校
zhong-gong-heng-shui-shi-tao-cheng-qu-wei-dang-xiao 中共衡水市桃城区委党校
zhong-gong-heng-tang-zhen-wei-dang-xiao 中共横塘镇委党校
zhong-gong-heng-yang-shi-nan-yue-qu-wei-dang-xiao 中共衡阳市南岳区委党校
zhong-gong-heng-yang-xian-wei-dang-xiao 中共衡阳县委党校
zhong-gong-hong-tong-xian-wei-dang-xiao 中共洪洞县委党校
zhong-gong-hu-guan-xian-wei-dang-xiao 中共壶关县委党校
zhong-gong-hu-kou-xian-wei-dang-xiao 中共湖口县委党校
zhong-gong-hu-lu-dao-shi-wei-dang-xiao 中共葫芦岛市委党校
zhong-gong-hua-dian-shi-wei-dang-xiao 中共桦甸市委党校
zhong-gong-hua-yuan-xian-wei-dang-xiao 中共花垣县委党校
zhong-gong-huai-an-xian-dang-xiao 中共怀安县党校
zhong-gong-huang-gang-shi-wei-dang-xiao 中共黄冈市委党校
zhong-gong-huang-mei-xian-wei-dang-xiao 中共黄梅县委党校
zhong-gong-huang-shi-shi-wei-dang-xiao 中共黄石市委党校
zhong-gong-huang-yan-qu-wei-dang-xiao 中共黄岩区委党校
zhong-gong-huang-zhong-xian-wei-dang-xiao 中共湟中县委党校
zhong-gong-hui-dong-xian-wei-dang-xiao 中共惠东县委党校
zhong-gong-hui-nan-xian-wei-dang-xiao 中共辉南县委党校
zhong-gong-huo-zhou-shi-wei-dang-xiao 中共霍州市委党校
zhong-gong-ji-an-shi-ji-zhou-qu-wei-dang-xiao 中共吉安市吉州区委党校
zhong-gong-ji-an-shi-wei-dang-xiao 中共集安市委党校
zhong-gong-ji-an-shi-wei-dang-xiao 中共吉安市委党校
zhong-gong-ji-mei-qu-wei-dang-xiao 中共集美区委党校
zhong-gong-ji-zhou-shi-wei-dang-xiao 中共冀州市委党校
zhong-gong-jia-he-xian-wei-dang-xiao 中共嘉禾县委党校
zhong-gong-jia-jiang-xian-wei-dang-xiao 中共夹江县委党校
zhong-gong-jia-xian-wei-yuan-hui-dang-xiao 中共佳县委员会党校
zhong-gong-jia-yue-zhen-wei-dang-xiao 中共贾悦镇委党校
zhong-gong-jian-li-xian-wei-dang-xiao 中共监利县委党校
zhong-gong-jian-ou-shi-wei-dang-xiao 中共建瓯市委党校
zhong-gong-jian-shi-xian-wei-dang-xiao 中共建始县委党校
zhong-gong-jiang-han-qu-wei-dang-xiao 中共江汉区委党校
zhong-gong-jiang-men-shi-xin-hui-qu-wei-dang-xiao 中共江门市新会区委党校
zhong-gong-jiang-shan-shi-wei-dang-xiao 中共江山市委党校
zhong-gong-jiang-xian-xian-wei-dang-xiao 中共绛县县委党校
zhong-gong-jiao-jiang-qu-wei-dang-xiao 中共椒江区委党校
zhong-gong-jiao-tong-bu-dang-xiao 中共交通部党校
zhong-gong-jie-xi-xian-wei-dang-xiao 中共揭西县委党校
zhong-gong-jin-shi-shi-wei-dang-xiao 中共津市市委党校
zhong-gong-jing-an-xian-wei-dang-xiao 中共靖安县委党校
zhong-gong-jing-gang-shan-shi-wei-dang-xiao 中共井冈山市委党校
zhong-gong-jing-shan-xian-wei-dang-xiao 中共京山县委党校
zhong-gong-jing-xian-xian-wei-dang-xiao 中共景县县委党校
zhong-gong-jing-yan-xian-wei-dang-xiao 中共井研县委党校
zhong-gong-jing-zhou-shi-jing-zhou-qu-wei-dang-xiao 中共荆州市荆州区委党校
zhong-gong-jing-zhou-shi-wei-dang-xiao 中共荆州市委党校
zhong-gong-ju-lu-xian-wei-dang-xiao 中共巨鹿县委党校
zhong-gong-ju-rong-shi-wei-dang-xiao 中共句容市委党校
zhong-gong-kai-li-shi-wei-dang-xiao 中共凯里市委党校
zhong-gong-kai-yuan-shi-wei-dang-xiao 中共开原市委党校
zhong-gong-kang-bao-xian-wei-dang-xiao 中共康保县委党校
zhong-gong-kun-ming-shi-pan-long-qu-wei-dang-xiao 中共昆明市盘龙区委党校
zhong-gong-kun-ming-shi-wei-dang-xiao 中共昆明市委党校
zhong-gong-la-sa-shi-wei-dang-xiao 中共拉萨市委党校
zhong-gong-lai-feng-xian-wei-dang-xiao 中共来凤县委党校
zhong-gong-lai-xi-shi-wei-dang-xiao 中共莱西市委党校
zhong-gong-lan-shan-xian-wei-dang-xiao 中共蓝山县委党校
zhong-gong-lao-ting-xian-wei-dang-xiao 中共乐亭县委党校
zhong-gong-le-chang-shi-wei-dang-xiao 中共乐昌市委党校
zhong-gong-le-dong-xian-wei-dang-xiao 中共乐东县委党校
zhong-gong-le-shan-shi-sha-wan-qu-wei-dang-xiao 中共乐山市沙湾区委党校
zhong-gong-le-shan-shi-wei-dang-xiao 中共乐山市委党校
zhong-gong-le-zhi-xian-wei-dang-xiao 中共乐至县委党校
zhong-gong-lei-zhou-shi-wei-dang-xiao 中共雷州市委党校
zhong-gong-leng-shui-tan-qu-wei-dang-xiao 中共冷水滩区委党校
zhong-gong-li-chuan-xian-wei-dang-xiao 中共黎川县委党校
zhong-gong-li-shu-xian-wei-dang-xiao 中共梨树县委党校
zhong-gong-li-xian-xian-wei-dang-xiao 中共澧县县委党校
zhong-gong-lian-cheng-xian-wei-dang-xiao 中共连城县委党校
zhong-gong-lian-gang-dang-xiao 中共涟钢党校
zhong-gong-lian-jiang-shi-wei-dang-xiao 中共廉江市委党校
zhong-gong-lian-ping-xian-wei-dang-xiao 中共连平县委党校
zhong-gong-lin-gao-xian-wei-dang-xiao 中共临高县委党校
zhong-gong-lin-hai-shi-wei-dang-xiao 中共临海市委党校
zhong-gong-lin-li-xian-wei-dang-xiao 中共临澧县委党校
zhong-gong-lin-wu-xian-wei-dang-xiao 中共临武县委党校
zhong-gong-lin-zi-qu-wei-dang-xiao 中共临淄区委党校
zhong-gong-lin-zi-qu-wei-lao-gan-bu-dang-xiao 中共临淄区委老干部党校
zhong-gong-ling-bao-shi-wei-dang-xiao 中共灵宝市委党校
zhong-gong-ling-chuan-xian-wei-dang-xiao 中共陵川县委党校
zhong-gong-ling-qiu-xian-wei-dang-xiao 中共灵丘县委党校
zhong-gong-ling-shi-xian-wei-dang-xiao 中共灵石县委党校
zhong-gong-ling-wu-shi-wei-dang-xiao 中共灵武市委党校
zhong-gong-liu-he-xian-wei-dang-xiao 中共柳河县委党校
zhong-gong-long-an-xian-wei-dang-xiao 中共隆安县委党校
zhong-gong-long-chang-xian-wei-dang-xiao 中共隆昌县委党校
zhong-gong-long-de-xian-wei-dang-xiao 中共隆德县委党校
zhong-gong-long-jing-shi-wei-dang-xiao 中共龙井市委党校
zhong-gong-long-ling-xian-wei-dang-xiao 中共龙陵县委党校
zhong-gong-long-yan-shi-xin-luo-qu-dang-xiao 中共龙岩市新罗区党校
zhong-gong-long-yang-qu-wei-dang-xiao 中共隆阳区委党校
zhong-gong-lou-di-shi-wei-dang-xiao 中共娄底市委党校
zhong-gong-lu-cheng-shi-wei-dang-xiao 中共潞城市委党校
zhong-gong-lu-xi-xian-wei-dang-xiao 中共泸溪县委党校
zhong-gong-lu-xian-wei-yuan-hui-dang-xiao 中共泸县委员会党校
zhong-gong-lu-zhou-shi-na-xi-qu-wei-dang-xiao 中共泸州市纳溪区委党校
zhong-gong-lu-zhou-shi-wei-dang-xiao 中共泸州市委党校
zhong-gong-luan-ping-xian-wei-dang-xiao 中共滦平县委党校
zhong-gong-luan-xian-xian-wei-dang-xiao 中共滦县县委党校
zhong-gong-lun-tai-xian-wei-dang-xiao 中共轮台县委党校
zhong-gong-luo-ning-xian-wei-dang-xiao 中共洛宁县委党校
zhong-gong-luo-pu-xian-wei-dang-xiao 中共洛浦县委党校
zhong-gong-luo-yang-shi-ji-li-qu-wei-dang-xiao 中共洛阳市吉利区委党校
zhong-gong-lv-liang-shi-wei-dang-xiao 中共吕梁市委党校
zhong-gong-ma-cheng-shi-wei-dang-xiao 中共麻城市委党校
zhong-gong-ma-na-si-xian-wei-yuan-hui-dang-xiao 中共玛纳斯县委员会党校
zhong-gong-mao-ming-shi-wei-dang-xiao 中共茂名市委党校
zhong-gong-mao-shan-zhen-wei-yuan-hui-dang-xiao 中共茅山镇委员会党校
zhong-gong-mei-cun-zhen-dang-xiao 中共梅村镇党校
zhong-gong-mei-he-kou-shi-wei-dang-xiao 中共梅河口市委党校
zhong-gong-meng-jin-xian-wei-dang-xiao 中共孟津县委党校
zhong-gong-mi-yun-xian-wei-dang-xiao 中共密云县委党校
zhong-gong-mo-yu-xian-wei-yuan-hui-dang-xiao 中共墨玉县委员会党校
zhong-gong-mu-chuan-xian-dang-xiao 中共沐川县党校
zhong-gong-nan-chang-xian-wei-dang-xiao 中共南昌县委党校
zhong-gong-nan-cheng-xian-wei-dang-xiao 中共南城县委党校
zhong-gong-nan-feng-xian-wei-dang-xiao 中共南丰县委党校
zhong-gong-nan-gong-shi-wei-dang-xiao 中共南宫市委党校
zhong-gong-nan-jing-shi-jian-ye-qu-wei-dang-xiao 中共南京市建邺区委党校
zhong-gong-nan-ming-qu-wei-dang-xiao 中共南明区委党校
zhong-gong-nan-pi-xian-wei-dang-xiao 中共南皮县委党校
zhong-gong-nan-xian-xian-wei-dang-xiao 中共南县县委党校
zhong-gong-nan-xiong-shi-wei-dang-xiao 中共南雄市委党校
zhong-gong-ning-bo-shi-bei-lun-qu-wei-dang-xiao 中共宁波市北仑区委党校
zhong-gong-ning-bo-shi-yin-zhou-qu-wei-dang-xiao 中共宁波市鄞州区委党校
zhong-gong-ning-jin-xian-wei-dang-xiao 中共宁晋县委党校
zhong-gong-ning-yuan-xian-wei-dang-xiao 中共宁远县委党校
zhong-gong-nong-an-xian-wei-dang-xiao 中共农安县委党校
zhong-gong-nong-wu-shi-wei-yuan-hui-dang-xiao 中共农五师委员会党校
zhong-gong-pan-an-xian-wei-dang-xiao 中共磐安县委党校
zhong-gong-pian-guan-xian-wei-dang-xiao 中共偏关县委党校
zhong-gong-ping-jiang-xian-wei-dang-xiao 中共平江县委党校
zhong-gong-ping-li-xian-wei-dang-xiao 中共平利县委党校
zhong-gong-ping-lu-xian-wei-dang-xiao 中共平陆县委党校
zhong-gong-ping-quan-xian-wei-dang-xiao 中共平泉县委党校
zhong-gong-ping-shun-xian-wei-dang-xiao 中共平顺县委党校
zhong-gong-ping-yao-xian-wei-dang-xiao 中共平遥县委党校
zhong-gong-ping-yuan-xian-wei-dang-xiao 中共平远县委党校
zhong-gong-po-yang-xian-wei-dang-xiao 中共鄱阳县委党校
zhong-gong-pu-jiang-xian-wei-dang-xiao 中共浦江县委党校
zhong-gong-pu-yang-shi-wei-dang-xiao 中共濮阳市委党校
zhong-gong-pu-yang-xian-wei-dang-xiao 中共濮阳县委党校
zhong-gong-qian-an-shi-wei-dang-xiao 中共迁安市委党校
zhong-gong-qian-dong-nan-zhou-wei-dang-xiao 中共黔东南州委党校
zhong-gong-qian-jiang-shi-wei-dang-xiao 中共潜江市委党校
zhong-gong-qian-nan-zhou-wei-dang-xiao 中共黔南州委党校
zhong-gong-qian-shan-xian-wei-dang-xiao 中共铅山县委党校
zhong-gong-qian-wei-xian-wei-dang-xiao 中共犍为县委党校
zhong-gong-qian-xi-nan-zhou-wei-dang-xiao 中共黔西南州委党校
zhong-gong-qin-shui-xian-wei-dang-xiao 中共沁水县委党校
zhong-gong-qin-yuan-xian-wei-dang-xiao 中共沁源县委党校
zhong-gong-qin-zhou-shi-wei-dang-xiao 中共钦州市委党校
zhong-gong-qing-chuan-xian-wei-dang-xiao 中共青川县委党校
zhong-gong-qing-he-xian-wei-dang-xiao 中共清河县委党校
zhong-gong-qing-shan-hu-qu-wei-dang-xiao 中共青山湖区委党校
zhong-gong-qing-tong-xia-shi-wei-dang-xiao 中共青铜峡市委党校
zhong-gong-qing-yang-shi-wei-dang-xiao 中共庆阳市委党校
zhong-gong-qing-yuan-shi-wei-dang-xiao 中共清远市委党校
zhong-gong-qing-zhen-shi-wei-dang-xiao 中共清镇市委党校
zhong-gong-qiong-zhong-xian-wei-dang-xiao 中共琼中县委党校
zhong-gong-qu-jing-shi-wei-dang-xiao 中共曲靖市委党校
zhong-gong-qu-xi-zhen-wei-dang-xiao 中共瞿溪镇委党校
zhong-gong-rao-ping-xian-wei-dang-xiao 中共饶平县委党校
zhong-gong-rao-yang-xian-wei-dang-xiao 中共饶阳县委党校
zhong-gong-ren-shou-xian-wei-dang-xiao 中共仁寿县委党校
zhong-gong-ri-ka-ze-di-wei-dang-xiao 中共日喀则地委党校
zhong-gong-rong-an-xian-wei-dang-xiao 中共融安县委党校
zhong-gong-rong-xian-xian-wei-dang-xiao 中共荣县县委党校
zhong-gong-ru-yuan-xian-wei-dang-xiao 中共乳源县委党校
zhong-gong-rui-an-shi-wei-dang-xiao 中共瑞安市委党校
zhong-gong-rui-chang-shi-wei-dang-xiao 中共瑞昌市委党校
zhong-gong-san-ya-shi-wei-dang-xiao 中共三亚市委党校
zhong-gong-sha-yang-xian-wei-dang-xiao 中共沙洋县委党校
